Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Sequence)	Level (Unit)	Level (Module)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Selection	Action	Action	Input	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	School	Class	CF (Original Problem Name)	CF (oli:activityGuid)	CF (oli:highStakes)	CF (oli:purpose)	CF (oli:resourceType)	CF (step_id)	CF (tool_event_time)	CF (tutor_event_time)
60772	All Data	4738034ec374ceb9bddf34bce0142662	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:44	America/New_York	2	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	undefined undefined	3	0	HINT	nextButton																								ButtonPressed		hint request		"After replacing the subexpression in your last answer you should obtain <p style=""margin: 0;"">~(p & q) & (~p | q) & true</p>"		3	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18							2018-07-07 13:44:21.82 UTC	2018-07-07 13:44:21.83 UTC
60773	All Data	20874a02d1a371f75440ed55bf49a1de	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:44	America/New_York	3	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	undefined undefined	4	0	HINT	nextButton																								ButtonPressed		hint request		The final answer contains a total of 0 logical operators (exempting negation).		4	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18							2018-07-07 13:44:24.582 UTC	2018-07-07 13:44:24.585 UTC
60774	All Data	4195230f6b8e3e259d78150acb971a6e	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:44	America/New_York	3	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	undefined undefined	5	0	HINT	previousButton																								ButtonPressed		hint request		"After replacing the subexpression in your last answer you should obtain <p style=""margin: 0;"">~(p & q) & (~p | q) & true</p>"		3	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18							2018-07-07 13:44:27.815 UTC	2018-07-07 13:44:27.817 UTC
60775	All Data	07bf3d7911a9a535cfa49acf8ca542ad	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:44	America/New_York	5	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	done ButtonPressed	2	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 13:44:32.456 UTC	2018-07-07 13:44:32.481 UTC
60776	All Data	840d3a2f7276edd9fc102940726a58af	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:44	America/New_York	7	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	done ButtonPressed	3	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 13:44:39.764 UTC	2018-07-07 13:44:39.784 UTC
60777	All Data	052012df52c702bc8a89beda3bc8c4c4	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:44	America/New_York	2	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	done ButtonPressed	4	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 13:44:41.146 UTC	2018-07-07 13:44:41.167 UTC
60778	All Data	1e193fd378213e7f81b332a012ae60b5	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:44	America/New_York	1	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	undefined undefined	6	0	HINT	ans_table_c1	hint																							ButtonPressed	PreviousFocus	hint request		"Try applying simplification to the subexpression<p style=""margin: 0;"">q | ~q</p>"		1	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 13:44:42.407 UTC	2018-07-07 13:44:42.413 UTC
60779	All Data	03c51df1d4176c0cae85c5a636a9e655	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:44	America/New_York	0.5	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	undefined undefined	7	0	HINT	nextButton																								ButtonPressed		hint request		"The application of simplification to the subexpression<p style=""margin: 0;"">q | ~q</p> should result in <p style=""margin: 0;"">true</p>"		2	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18							2018-07-07 13:44:43.466 UTC	2018-07-07 13:44:43.468 UTC
60780	All Data	af6f712eaacc8af277c813bf18f3f85d	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:44	America/New_York	0.5	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	undefined undefined	8	0	HINT	nextButton																								ButtonPressed		hint request		"After replacing the subexpression in your last answer you should obtain <p style=""margin: 0;"">~(p & q) & (~p | q) & true</p>"		3	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18							2018-07-07 13:44:43.976 UTC	2018-07-07 13:44:43.978 UTC
60781	All Data	fea98102000e148619528b21a0fefcdd	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:44	America/New_York	4	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	undefined undefined	9	0	HINT	nextButton																								ButtonPressed		hint request		The final answer contains a total of 0 logical operators (exempting negation).		4	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18							2018-07-07 13:44:47.679 UTC	2018-07-07 13:44:47.681 UTC
60782	All Data	c1cdcd5c89744da49928c0a49acaaffc	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:57	America/New_York	.	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	done ButtonPressed	5	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 13:57:55.491 UTC	2018-07-07 13:57:55.516 UTC
60783	All Data	5c76350c00afddc19ee704bd4063c3fc	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:58	America/New_York	45	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	undefined undefined	10	0	HINT	ans_table_c1	hint																							ButtonPressed	PreviousFocus	hint request		"Try applying simplification to the subexpression<p style=""margin: 0;"">q | ~q</p>"		1	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 13:58:40.297 UTC	2018-07-07 13:58:40.306 UTC
60784	All Data	29b298bc2cad9ed169eedd4c30387fa0	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:58	America/New_York	5	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	undefined undefined	11	0	HINT	nextButton																								ButtonPressed		hint request		"The application of simplification to the subexpression<p style=""margin: 0;"">q | ~q</p> should result in <p style=""margin: 0;"">true</p>"		2	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18							2018-07-07 13:58:45.744 UTC	2018-07-07 13:58:45.746 UTC
60785	All Data	61ee6656294155460318c5cf60abd6d3	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:58	America/New_York	5	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	undefined undefined	12	0	HINT	nextButton																								ButtonPressed		hint request		"After replacing the subexpression in your last answer you should obtain <p style=""margin: 0;"">~(p & q) & (~p | q) & true</p>"		3	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18							2018-07-07 13:58:50.432 UTC	2018-07-07 13:58:50.434 UTC
60786	All Data	5cbcfbdae64d71b4e6183346306cb19e	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 13:59	America/New_York	11	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	undefined undefined	13	0	HINT	nextButton																								ButtonPressed		hint request		The final answer contains a total of 0 logical operators (exempting negation).		4	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18							2018-07-07 13:59:01.391 UTC	2018-07-07 13:59:01.393 UTC
60787	All Data	e52d03a5cf818bcd374b8cbafb0036cb	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 14:05	America/New_York	414	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	undefined undefined	14	0	HINT	previousButton																								ButtonPressed		hint request		"After replacing the subexpression in your last answer you should obtain <p style=""margin: 0;"">~(p & q) & (~p | q) & true</p>"		3	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18							2018-07-07 14:05:55.741 UTC	2018-07-07 14:05:55.745 UTC
60788	All Data	a13dac0ba44bb5fde76f1ed67618889d	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 14:05	America/New_York	4	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	undefined undefined	15	0	HINT	nextButton																								ButtonPressed		hint request		The final answer contains a total of 0 logical operators (exempting negation).		4	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18							2018-07-07 14:05:59.782 UTC	2018-07-07 14:05:59.784 UTC
60789	All Data	9618f6027c89f50764a57d19b2aac635	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 14:07	America/New_York	73	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	done ButtonPressed	6	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 14:07:12.802 UTC	2018-07-07 14:07:12.825 UTC
60790	All Data	806bf139d398f9606fdeb6cd2f91a185	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 14:07	America/New_York	4	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	done ButtonPressed	7	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 14:07:16.382 UTC	2018-07-07 14:07:16.401 UTC
60791	All Data	7786d034f7eca16f9dc84713e598642c	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 14:08	America/New_York	55	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/7/18 12:53	done ButtonPressed	8	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 14:08:11.843 UTC	2018-07-07 14:08:11.866 UTC
60792	All Data	4a217938b015cda2db0abecb3763f2e7	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 15:17	America/New_York	13	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 15:17	done ButtonPressed	1	1	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 15:17:16.681 UTC	2018-07-07 15:17:16.720 UTC
60793	All Data	41a89474c7887ff476eabd121535f1f3	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 15:17	America/New_York	2	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 15:17	undefined undefined	1	0	HINT	ans_table_c1	hint																							ButtonPressed	PreviousFocus	hint request		"Try applying simplification to the subexpression<p style=""margin: 0;"">q | ~q</p>"		1	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 15:17:18.394 UTC	2018-07-07 15:17:18.403 UTC
60794	All Data	ac3c9d46555de0ccf6d0dc14b4fd8c1a	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 15:17	America/New_York	0.333	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 15:17	undefined undefined	2	0	HINT	nextButton																								ButtonPressed		hint request		"The application of simplification to the subexpression<p style=""margin: 0;"">q | ~q</p> should result in <p style=""margin: 0;"">true</p>"		2	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18							2018-07-07 15:17:19.25 UTC	2018-07-07 15:17:19.27 UTC
60795	All Data	176157f52d61b7268df50ce011eb9128	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 15:17	America/New_York	0.333	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 15:17	undefined undefined	3	0	HINT	nextButton																								ButtonPressed		hint request		"After replacing the subexpression in your last answer you should obtain <p style=""margin: 0;"">~(p & q) & (~p | q) & true</p>"		3	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18							2018-07-07 15:17:19.218 UTC	2018-07-07 15:17:19.220 UTC
60796	All Data	16886ff6710886de0fabc6f34d30d932	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 15:17	America/New_York	0.333	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	3	7/7/18 15:17	undefined undefined	4	1	HINT	nextButton																								ButtonPressed		hint request		The final answer contains a total of 0 logical operators (exempting negation).		4	4	none	none	Single-KC		KC76		Carnegie Mellon University	csdmpf18							2018-07-07 15:17:19.421 UTC	2018-07-07 15:17:19.423 UTC
60797	All Data	93862fa19fa9a1343a838bb48859601e	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 15:18	America/New_York	64	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	3	7/7/18 15:17	done ButtonPressed	1	0	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC9		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 15:18:23.12 UTC	2018-07-07 15:18:23.44 UTC
60798	All Data	8c5bc5a876c34e010de7699531fe7dcb	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 15:18	America/New_York	1	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	3	7/7/18 15:17	undefined undefined	1	0	HINT	ans_table_c1	hint																							ButtonPressed	PreviousFocus	hint request		"Try applying absorption to the subexpression<p style=""margin: 0;"">(p | q) & p</p>"		1	4	none	none	Single-KC		KC36		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 15:18:24.135 UTC	2018-07-07 15:18:24.143 UTC
60799	All Data	527265d0ee1d4b008c120ecdd69d4960	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 15:18	America/New_York	32	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	3	7/7/18 15:17	undefined undefined	2	0	HINT	nextButton																								ButtonPressed		hint request		"The application of absorption to the subexpression<p style=""margin: 0;"">(p | q) & p</p> should result in <p style=""margin: 0;"">p</p>"		2	4	none	none	Single-KC		KC36		Carnegie Mellon University	csdmpf18							2018-07-07 15:18:56.374 UTC	2018-07-07 15:18:56.376 UTC
60800	All Data	183ae59c94b1bcecc4e356f808aa971f	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 15:18	America/New_York	1	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	3	7/7/18 15:17	undefined undefined	3	0	HINT	nextButton																								ButtonPressed		hint request		"After replacing the subexpression in your last answer you should obtain <p style=""margin: 0;"">p | p & q | q</p>"		3	4	none	none	Single-KC		KC36		Carnegie Mellon University	csdmpf18							2018-07-07 15:18:57.950 UTC	2018-07-07 15:18:57.952 UTC
60801	All Data	fe406309d8f20509e163fadc3a080cca	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 15:18	America/New_York	2	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	3	7/7/18 15:17	undefined undefined	4	0	HINT	nextButton																								ButtonPressed		hint request		The final answer contains a total of 1 logical operators (exempting negation).		4	4	none	none	Single-KC		KC36		Carnegie Mellon University	csdmpf18							2018-07-07 15:18:59.760 UTC	2018-07-07 15:18:59.762 UTC
60802	All Data	397672481ea11f3961f9fce8a37e604b	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 15:19	America/New_York	3	HINT_REQUEST		HINT_MSG		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	3	7/7/18 15:17	undefined undefined	5	1	HINT	previousButton																								ButtonPressed		hint request		"After replacing the subexpression in your last answer you should obtain <p style=""margin: 0;"">p | p & q | q</p>"		3	4	none	none	Single-KC		KC36		Carnegie Mellon University	csdmpf18							2018-07-07 15:19:02.897 UTC	2018-07-07 15:19:02.898 UTC
60803	All Data	f37d8963010eee5162038b9953885631	Stu_93a5f5fc93e8caf1d3845ab0f591de1b	74ce298f0a0001dc2b63122ad383fda8	7/7/18 15:19	America/New_York	15	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	3	7/7/18 15:17	done ButtonPressed	2	1	INCORRECT	done																								ButtonPressed		-1		"I'm sorry, but you are not done yet. Please continue working."				none	none	Single-KC		KC9		Carnegie Mellon University	csdmpf18						"[,]"	2018-07-07 15:19:17.485 UTC	2018-07-07 15:19:17.509 UTC
61349	All Data	d0cb80f6f037cb53bd82cacea7ad543a	Stu_9423db3c7d004c929ccc70f4fede3e95	640e1f2c0a0001dc022d38ce0fb2c5af	7/4/18 7:11	Asia/Shanghai	74.667	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/4/18 6:50	submit_btn1 ButtonPressed	1	1	CORRECT	ans_table_c1																								UpdateTextField		~p		Good move				none	none	Single-KC		KC149		Carnegie Mellon University	csdmpf18						-1	2018-07-04 07:11:14.540 UTC	2018-07-04 07:11:14.583 UTC
61350	All Data	8ba60df4e6ceffbb638703be9f3e8956	Stu_9423db3c7d004c929ccc70f4fede3e95	640e1f2c0a0001dc022d38ce0fb2c5af	7/4/18 7:11	Asia/Shanghai	74.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/4/18 6:50					ans_table_c1																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-04 07:11:14.576 UTC	
61351	All Data	0516c4a82a82539c5782ec0cf38e9aaf	Stu_9423db3c7d004c929ccc70f4fede3e95	640e1f2c0a0001dc022d38ce0fb2c5af	7/4/18 7:11	Asia/Shanghai	74.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/4/18 6:50					group2																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-04 07:11:14.578 UTC	
61352	All Data	df64a78593f6f7cbe6143ccec43aaa74	Stu_9423db3c7d004c929ccc70f4fede3e95	640e1f2c0a0001dc022d38ce0fb2c5af	7/4/18 7:11	Asia/Shanghai	4	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	1	7/4/18 6:50	done ButtonPressed	1	1	CORRECT	done																								ButtonPressed		-1						none	none	Single-KC		KC204		Carnegie Mellon University	csdmpf18						-1	2018-07-04 07:11:18.138 UTC	2018-07-04 07:11:18.147 UTC
61353	All Data	c55abdc93c8afd47c2ff0ea71d32d56e	Stu_9423db3c7d004c929ccc70f4fede3e95	640e1f2c0a0001dc022d38ce0fb2c5af	7/4/18 7:13	Asia/Shanghai	48.667	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	1	7/4/18 6:50	submit_btn1 ButtonPressed	1	1	CORRECT	ans_table_c1																								UpdateTextField		p|q		Good move				none	none	Single-KC		KC8		Carnegie Mellon University	csdmpf18						-1	2018-07-04 07:13:44.745 UTC	2018-07-04 07:13:44.812 UTC
61354	All Data	a94bc4fbfea2b0d82a4acb4348e64f9b	Stu_9423db3c7d004c929ccc70f4fede3e95	640e1f2c0a0001dc022d38ce0fb2c5af	7/4/18 7:13	Asia/Shanghai	48.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	1	7/4/18 6:50					ans_table_c1																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-04 07:13:44.802 UTC	
61355	All Data	a3681f547a02d7d36f013c298a1830c0	Stu_9423db3c7d004c929ccc70f4fede3e95	640e1f2c0a0001dc022d38ce0fb2c5af	7/4/18 7:13	Asia/Shanghai	48.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	1	7/4/18 6:50					group2																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-04 07:13:44.804 UTC	
61356	All Data	646cc775d36e894c666920451c9b0987	Stu_9423db3c7d004c929ccc70f4fede3e95	640e1f2c0a0001dc022d38ce0fb2c5af	7/4/18 7:13	Asia/Shanghai	4	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_3	1	7/4/18 6:50	done ButtonPressed	1	1	CORRECT	done																								ButtonPressed		-1						none	none	Single-KC		KC9		Carnegie Mellon University	csdmpf18						-1	2018-07-04 07:13:48.595 UTC	2018-07-04 07:13:48.605 UTC
62291	All Data	5b9ee854af1036c327ffd424a9a3c658	Stu_993bfd713994f31f206320d966960c96	81f1504f0a0001dc0019a2a667fbae01	7/10/18 2:36	America/New_York	11.667	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	4	7/10/18 2:07	submit_btn1 ButtonPressed	1	1	CORRECT	ans_table_c1																								UpdateTextField		(~p|~q)&(~p|q)		Good move				none	none	Single-KC		KC149		Carnegie Mellon University	csdmpf18						-1	2018-07-10 02:36:46.716 UTC	2018-07-10 02:36:46.800 UTC
62292	All Data	c669eed0eac1b8c59cff14bc6ae912aa	Stu_993bfd713994f31f206320d966960c96	81f1504f0a0001dc0019a2a667fbae01	7/10/18 2:36	America/New_York	11.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	4	7/10/18 2:07					group2																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-10 02:36:46.794 UTC	
62293	All Data	a64533e79a02888296d3c3ad7bee831e	Stu_993bfd713994f31f206320d966960c96	81f1504f0a0001dc0019a2a667fbae01	7/10/18 2:36	America/New_York	11.667	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	4	7/10/18 2:07					ans_table_c1																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-10 02:36:46.789 UTC	
62294	All Data	da847e83b8561bdb5c93758650fbf840	Stu_993bfd713994f31f206320d966960c96	81f1504f0a0001dc0019a2a667fbae01	7/10/18 2:37	America/New_York	15	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	4	7/10/18 2:07	submit_btn2 ButtonPressed	1	0	INCORRECT	ans_table_c2																								UpdateTextField		p		"Your answer is incorrect, here's a counterexample:<ul style=""margin: 0;""><li>p is true</li><li>q is false</li></ul>where the given expression and your expression evaluate differently."				none	none	Single-KC		KC273		Carnegie Mellon University	csdmpf18						"[submit_btn2,ButtonPressed]"	2018-07-10 02:37:01.753 UTC	2018-07-10 02:37:01.828 UTC
62295	All Data	99f7f2a31badaf6f3be844db60a81c5e	Stu_993bfd713994f31f206320d966960c96	81f1504f0a0001dc0019a2a667fbae01	7/10/18 2:37	America/New_York	6	ATTEMPT		RESULT		Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	4	7/10/18 2:07	submit_btn2 ButtonPressed	2	1	CORRECT	ans_table_c2																								UpdateTextField		~p		Good move				none	none	Single-KC		KC273		Carnegie Mellon University	csdmpf18						-1	2018-07-10 02:37:19.175 UTC	2018-07-10 02:37:19.218 UTC
62296	All Data	072882f23186f5f5ec0ecac7a47221f1	Stu_993bfd713994f31f206320d966960c96	81f1504f0a0001dc0019a2a667fbae01	7/10/18 2:37	America/New_York	6	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	4	7/10/18 2:07					ans_table_c2																								lock								none	none					Carnegie Mellon University	csdmpf18							2018-07-10 02:37:19.206 UTC	
62297	All Data	314c991b5ba8c664251489eb3c8a8ad1	Stu_993bfd713994f31f206320d966960c96	81f1504f0a0001dc0019a2a667fbae01	7/10/18 2:37	America/New_York	6	ATTEMPT	tutor-performed			Computational Discrete Math	Computational Discrete Math	>Logic	module_2_problem_2	4	7/10/18 2:07					group3																								setVisible		TRUE						none	none					Carnegie Mellon University	csdmpf18							2018-07-10 02:37:19.210 UTC	
